Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8517920211,48763JZ,NY,COM,05/24/2017,46,VAN,FORD,T,25390,0,0,88880088,0019,19,19,363047,T103,P,0540P,,NY,I,W,Madison Ave,20ft S/of E 77th St,0,408,F1,,YYYYYYY,,,WHITE,,2009,,0,02,46B-Double Parking (Com-100Ft),,,
8510216988,472496,WV,PAS,03/26/2017,40,4DSD,ACURA,T,21040,59320,35780,20170088,109,109,109,358175,T401,M,0947A,,Q,F,5-22,117th St,,0,408,e2,,YYYYYYY,,,BLACK,,0,,0,A,40-Fire Hydrant,,,
1421297437,HKH4961,NY,PAS,05/08/2017,21,SUBN,CHEVR,S,13880,15310,87160,20190312,0069,69,0,829379,KS14,0000,0144A,,K,F,108-75,AVE D,,0,408,D1,,YBBYBBB,1200A,0300A,RED,0,2011,-,0,,,,,
7491795560,HCX4864,NY,PAS,07/22/2016,38,4DSD,ACURA,T,0,40404,40404,20171204,114,114,114,353031,T803,AA,0906P,,Q,I,,Ditmars Lot #2,,0,408,h1,,Y,0830A,1000P,BK,,2013,,0,B 42,38-Failure to Display Muni Rec,,,
8528805050,2302764,IN,PAS,03/13/2017,48,TRLR,FRUEH,T,36420,26790,26820,88880088,0044,44,44,361055,T201,O,1108A,,BX,F,1454,Grand Concourse,,0,408,e9,,YYYYYYY,,,BLUE,,0,,0,H,48-Bike Lane,,,
8029393740,51437MH,NY,COM,10/04/2016,71,VAN,DODGE,T,34510,10810,10910,20170930,0018,18,18,355120,T106,L,0414P,,NY,F,304,W 37th St,,0,408,j6,,YYYYYYY,,,BK,,2016,,0,MC 9,71A-Insp Sticker Expired (NYS),,,
8134052095,51022MH,NY,COM,08/23/2016,48,VAN,CHEVR,T,36420,27180,27270,20171031,0046,46,46,362552,T201,I,0114P,,BX,F,2391,Grand Concourse,,0,408,e9,,,,,WH,,2016,,0,29 2,48-Bike Lane,,,
4006298936,T671504C,NY,OMT,08/31/2016,5,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0839A,,MN,,,SB 2ND AVE @ E 105TH,ST,0,1111,C,T,,,,BK,,2014,,0,,BUS LANE VIOLATION,,,
7808330220,DYR6258,NY,PAS,10/27/2016,21,SUBN,FORD,T,70200,76930,32600,20170423,0061,61,61,354029,T302,J,1136A,,K,F,128,Pembroke St,,0,408,d1,,Y  Y,1100A,0200P,RD,,2007,,0,E 32,21-No Parking (street clean),,,
8517700259,5135CC,NJ,PAS,02/11/2017,38,SUBN,CADIL,T,18630,10410,25390,88880088,0019,19,19,361305,T103,S,0101P,,NY,F,22,E 82nd St,,0,408,h1,,Y,0900A,0700P,WHITE,,0,,0,08,38-Failure to Display Muni Rec,,,
4622456813,EFE1322,NY,PAS,07/22/2016,36,2DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1041A,,BK,,,SB NOSTRAND AVE @ AV,E Z,0,1180,B,T,,,,GY,,2001,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8344025588,GDM4257,NY,PAS,11/29/2016,37,SUBN,LEXUS,T,35180,14380,73030,20170101,0061,61,61,361853,T302,R,0445P,0437P,K,O,1671,E 9th St,,0,408,h1,,Y,0900A,0700P,GY,,2015,305-1330,0,04 3,37-Expired Muni Meter,,,
8557264999,GDX6520,NY,PAS,06/17/2017,37,SUBN,MAZDA,T,0,40404,40404,20190312,108,108,108,357800,T401,G,0216P,0209P,Q,I,,Sunnyside Lot,,0,408,h1,,Y,0800A,1000P,GY,,2008,472-3010,0,36,37-Expired Muni Meter,,,
1420410659,62670JM,NY,COM,06/07/2017,74,DELV,GMC,P,17870,10110,10010,0,0017,17,17,944176,0017,0000,0357P,,NY,F,304,E 44TH ST,,0,408,D,,BBBBBBB,ALL,ALL,BROWN,0,1987,-,0,,,,,
1410825565,XCL474,NJ,PAS,09/09/2016,41,DELV,FORD,P,12310,17130,17150,0,0009,9,9,905958,0009,0000,1050A,,NY,F,111,AVE C,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,2010,-,0,,,,,
4633443422,4N85H,NY,OMT,05/05/2017,36,4DSD,CHEVR,V,0,0,0,0,,0,0,0,,,0845A,,MN,,,NB PARK AV. E92 ST -,E98 ST,0,1180,B,T,,,,YW,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7080562533,VIKRAM05,NY,SRF,01/04/2017,9,SUBN,FORD,T,41290,41295,0,20170811,104,104,104,364028,T402,E,0439P,,Q,X,,Cypress Ave,Cypress Hills St,0,408,e1,,,,,GY,,2003,,0,25 4,09-Blocking the Box,,,
4625539742,GMW2143,NY,PAS,10/20/2016,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0122P,,BK,,,EB LINDEN BLVD @ ROC,KAWAY AVE,0,1180,B,T,,,,BK,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8530522813,JYC8444,PA,PAS,05/28/2017,20,4DSD,NISSA,T,25770,78150,15820,20170088,0040,40,40,352973,T801,B,0036A,,BX,F,470,E 137th St,,0,408,d,,YYYYYYY,,,GREY,,0,,0,A,20A-No Parking (Non-COM),,,
1419213600,GATS01,FL,PAS,04/20/2017,21,SDN,ACURA,S,70930,26130,74730,0,0073,73,0,533758,KN16,0000,0848A,,K,F,1821,PITKIN AVE,,0,408,D1,,YBBYBBB,0830A,1000A,BLACK,0,0,-,0,,,,,
7506356508,GBY2910,NY,PAS,09/27/2016,70,4DSD,NISSA,T,82030,0,0,20160912,0090,90,90,362534,T301,E,1119A,,K,I,N,Stockton St,60ft W/of Broadway,0,408,j3,,YYYYYYY,,,BK,,2015,,0,15 3,70A-Reg. Sticker Expired (NYS),,,
1419551772,GHM7681,NY,PAS,03/30/2017,20,VAN,CHEVR,P,0,0,0,20170701,0069,69,69,962239,0069,0000,1058A,,K,F,,S/E E 95 STREET,GLENWOOD RD,0,408,E5,,BBBBBBB,ALL,ALL,RED,0,2004,-,0,,,,,
7492870887,T701422C,NY,OMT,03/25/2017,19,4DSD,TOYOT,T,5440,7540,28790,20170731,114,114,114,343730,T740,B,0725A,,Q,O,28-09,8th St,,0,408,c3,,YYYYYYY,,,BK,,2016,,0,01,19-No Stand (bus stop),,,
8056519865,88592AP,NY,COM,07/21/2016,38,VAN,FORD,T,10110,18610,18630,20160930,0019,19,19,354043,T103,G,1140A,,NY,F,1568,2nd Ave,,0,408,h1,,Y,0830A,0700P,WH,,1998,,0,07 7,38-Failure to Display Muni Rec,,,
4633425444,BKE5377,NY,PAS,05/01/2017,36,VAN,FORD,V,0,0,0,0,,0,0,0,,,0251P,,QN,,,NB WOODHAVEN BLVD @,65TH AVE,0,1180,B,T,,,,GR,,1999,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8255553812,ETY2698,NY,PAS,12/25/2016,74,SUBN,MAZDA,T,14140,19540,68690,20170728,112,112,112,364027,T402,G,1135A,,Q,O,102-40,67th Rd,,0,408,j2,,,,,GY,,2016,,0,01 4,74A-Improperly Displayed Plate,,,
8488663559,N21DRE,NJ,PAS,05/15/2017,14,SUBN,CHEVR,T,34510,10410,10510,88880088,0014,14,14,361072,T106,X,0447P,,NY,F,12,W 37th St,,0,408,c,,YYYYYYY,,,WHITE,,0,,0,MC,14-No Standing,,,
8300550252,847757N,NJ,PAS,12/01/2016,21,SUBN,FORD,T,26610,46620,77270,88888888,0041,41,41,358145,T202,O,0809A,,BX,O,1156,E 165th St,,0,408,d1,,Y  Y,0800A,0930A,BLUE,,0,,0,J 21,21-No Parking (street clean),,,
8518609264,GVA7176,NY,PAS,03/22/2017,20,SUBN,VOLVO,T,18370,0,0,20181209,0019,19,19,357701,T103,FF,0443P,,NY,I,N,E 69th St,23ft E/of Park Ave,0,408,d,,Y,0700A,0700P,BL,,2005,,0,C,20A-No Parking (Non-COM),,,
8486663271,HLD4574,NY,PAS,01/05/2017,71,SUBN,ACURA,T,10590,0,0,20181228,108,108,108,362164,T401,L,0627A,,Q,I,S,48th Ave,30ft W/of 49th St,0,408,j6,,,,,BK,,2009,,0,R 41,71-Insp. Sticker Missing (NYS,,,
8430506950,78476JL,NY,COM,09/07/2016,37,VAN,FORD,T,10210,18410,18430,20180630,0019,19,19,357737,T103,I,1137A,1126A,NY,F,1232,3rd Ave,,20160907,408,h1,,Y,0800A,0700P,TN,,2011,107-4891,0,54 7,37-Expired Muni Meter,,,
8533206070,DKP1579,NC,PAS,03/24/2017,21,4DSD,NISSA,T,14980,73190,70030,20170088,0081,81,81,347663,T301,M,0954A,,K,O,217,Bainbridge St,,0,408,d1,,Y  Y,0900A,1030A,GREEN,,0,,0,J,21-No Parking (street clean),,,
7073126668,S58GFR,NJ,PAS,10/11/2016,38,SUBN,JEEP,T,67530,14830,14880,88888888,0061,61,61,358949,T302,F,0954A,,K,F,2905,Ocean Ave,,0,408,h1,,Y,0900A,0700P,BLACK,,0,,0,15 3,38-Failure to Display Muni Rec,,,
8235537497,20618604,GA,PAS,03/10/2017,38,SUBN,DODGE,T,64390,45490,56490,20170388,104,104,104,358176,T402,A,0912A,,Q,F,59-04,Stephen St,,0,408,h1,,Y,0900A,0700P,BLUE,,0,,0,31,38-Failure to Display Muni Rec,,,
7559983315,DLH8256,NY,PAS,08/22/2016,20,SUBN,SUBAR,T,23930,59330,84630,20180326,0090,90,90,356345,T301,X,0406P,,K,F,138,Bushwick Ave,,0,408,d,,YYYYY,0400P,0700P,GY,,2006,,0,T 31,20A-No Parking (Non-COM),,,
8490071240,HAU6902,NY,PAS,02/13/2017,38,SUBN,TOYOT,T,6680,8880,8930,20170930,0066,66,66,361284,T302,N,0454P,,K,F,4616,16th Ave,,0,408,h1,,YYYY,0800A,0700P,GY,,2015,,0,01,38-Failure to Display Muni Rec,,,
8532059879,GDU6026,NY,PAS,06/01/2017,40,4DSD,HYUND,T,16910,0,0,20190210,0034,34,34,331733,T800,A2,1012P,,NY,I,N,Dyckman St,60ft W/of Payson Ave,0,408,e2,,YYYYYYY,,,BK,,2015,,0,D,40-Fire Hydrant,,,
8505858670,GJE3400,NY,PAS,02/12/2017,14,4DSD,NISSA,T,14010,16135,13610,20170709,0005,5,5,356512,T105,E,0406P,,NY,F,271,Canal St,,0,408,c,,YYYYYYY,0400P,0700P,RD,,2010,,0,018,14-No Standing,,,
5095849902,HBZ4331,NY,PAS,04/02/2017,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0332P,,BK,,,WB ATLANTIC AVE @ RO,CKAWAY AVE,0,1111,D,T,,,,TN,,2001,,0,,FAILURE TO STOP AT RED LIGHT,,,
4631911372,JZJ4169,PA,PAS,03/20/2017,36,SW,CHEVR,V,0,0,0,0,,0,0,0,,,0848A,,BK,,,WB FLATLANDS AVE @ E,77TH ST,0,1180,B,T,,,,,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8303045842,REDON,NY,SRF,11/14/2016,21,4DSD,HONDA,T,18590,45590,19790,20170125,0019,19,19,356214,T103,O,0925A,,NY,F,525,E 80th St,,0,408,d1,,Y  Y,0900A,1030A,RD,,2016,,0,CC1,21-No Parking (street clean),,,
8018961074,HCD1015,NY,PAS,10/15/2016,40,SUBN,DODGE,T,27480,23920,73720,20170904,0046,46,46,358951,T201,L,1009A,,BX,F,389,E 194th St,,0,408,e2,,YYYYYYY,,,WH,,2015,,6,51 2,40-Fire Hydrant,,,
1416582290,HFL5812,NY,PAS,11/10/2016,21,SDN,FORD,P,13920,12550,0,20180306,0052,52,52,960015,0052,0000,1224P,,BX,F,2995,BOTANICAL SQUARE,,0,408,F1,,BBBYBBB,1130A,0130P,WHITE,0,2016,-,0,,,,,
4627783048,T84ESK,NJ,PAS,12/06/2016,36,4 DR,NISSA,V,0,0,0,0,,0,0,0,,,1143A,,BK,,,EB EASTERN PKWY @ WA,SHINGTON AVE,0,1180,B,T,,,,BN,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7716790730,49659JM,NY,COM,11/30/2016,18,UTIL,GMC,T,36270,10610,10810,88888888,0026,26,26,361291,T103,L,1033A,,NY,F,209,W 125th St,,0,408,f4,,YYYYYYY,,,WHITE,,1999,,0,01 7,18-No Stand (bus lane),,,
1410783455,ELV9584,NY,PAS,08/04/2016,21,SDN,NISSA,S,66930,39830,73350,20160914,0075,75,0,603728,KN05,0000,1210P,,K,F,80,NORWOOD AVE,,0,408,D1,,YBBYBBB,1130A,1300P,BLACK,0,2009,-,0,,,,,
5093095953,CMK8707,NY,PAS,08/22/2016,7,4DSD,LEXUS,V,0,0,0,0,,0,0,0,,,0714P,,QN,,,HORACE HARDING EXPWY,(E/B) @ 173RD ST,0,1111,D,T,,,,BK,,2003,,0,,FAILURE TO STOP AT RED LIGHT,,,
8530760566,GBX6864,NY,PAS,04/26/2017,14,SUBN,FORD,T,64520,74250,8720,20180918,0044,44,44,349900,T801,A,1123P,,BX,O,1214,Shakespeare Ave,,0,408,c,,YYYYYYY,,,GR,,2003,,0,E,14-No Standing,,,
7083451965,98403JX,NY,COM,12/22/2016,19,VAN,WORKH,T,27890,13113,13113,88888888,0001,1,1,346221,T105,J,1135A,,NY,F,15,Park Row,,0,408,c3,,YYYYYYY,,,BROWN,,2007,,0,015,19-No Stand (bus stop),,,
8511951544,ZFP7081,PA,PAS,02/24/2017,46,VAN,CHEVR,T,36110,0,0,20170888,0028,28,28,356565,T103,G,0935A,,NY,I,N,W 117th St,100ft W/of 5th Ave,0,408,F1,,YYYYYYY,,,WHITE,,0,,0,61,46B-Double Parking (Com-100Ft),,,
8526951208,T707910C,NY,OMT,03/02/2017,71,4DSD,ACURA,T,70520,66520,50770,20170831,0043,43,43,358137,T201,F,0418P,,BX,F,1553,Unionport Rd,,0,408,j6,,YYYYYYY,,,WH,,2016,,0,12,71A-Insp Sticker Expired (NYS),,,
8480055935,GTP7997,NY,PAS,01/27/2017,9,4DSD,HONDA,T,10210,17730,0,20181029,0017,17,17,364906,T102,K,0523P,,NY,X,,3rd Ave,E 37th St,0,408,e1,,YYYYYYY,,,BK,,2010,,0,99,09-Blocking the Box,,,
4626808633,HJX3431,NY,PAS,11/15/2016,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,1234P,,BK,,,EB SEAVIEW AVE @ E 1,00TH ST,0,1180,B,T,,,,BK,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8541707544,EFC5232,NY,PAS,05/24/2017,71,4DSD,CHEVR,T,17450,18510,48200,20171231,120,120,120,363482,T303,E,0342P,,R,O,38,Bay St,,0,408,j6,,YYYYYYY,,,WH,,2008,,0,01-P,71A-Insp Sticker Expired (NYS),,,
8534907705,GTR2863,NY,PAS,05/08/2017,70,4DSD,NISSA,T,0,0,0,20161231,0079,79,79,351964,T301,Y,0126P,,K,F,856,Dekalb Ave,,0,408,j3,,YYYYYYY,,,WH,,2011,,0,SPCL,70A-Reg. Sticker Expired (NYS),,,
8349519058,18948TC,NY,TRC,08/17/2016,19,DELV,KENWO,T,13610,0,0,20170228,0024,24,24,353406,T103,AA,1125A,,NY,I,E,Broadway,20ft N/of W 110th St,0,408,c3,,YYYYYYY,,,WHITE,,2007,,0,CC2,19-No Stand (bus stop),,,
8172062760,HKM5482,NY,PAS,04/01/2017,21,SUBN,DODGE,T,5280,9180,9230,20180930,0072,72,72,332107,T302,M,0950A,,K,O,5202,3rd Ave,,0,408,d1,,Y,0930A,1100A,BL,,2002,,0,J,21-No Parking (street clean),,,
7948799084,XARS68,NJ,PAS,01/06/2017,14,DELV,FRUEH,T,33490,0,0,20170088,0001,1,1,358862,T101,B,1120A,,NY,I,E,Water St,10ft N/of Maiden Ln,0,408,c,,YYYYY,,,WHITE,,0,,0,16,14-No Standing,,,
8343530275,GYX7155,NY,PAS,09/02/2016,71,SUBN,HYUND,T,52530,54060,31930,20170901,0094,94,94,350428,T301,M,0706A,,K,F,275,Jackson St,,0,408,j6,,YYYYYYY,,,MR,,2005,,0,U 31,71A-Insp Sticker Expired (NYS),,,
8513654978,HJJ1285,NY,PAS,03/04/2017,38,SUBN,FORD,T,10210,0,0,20180816,0019,19,19,362256,T103,CC,1146A,,NY,I,W,3rd Ave,10ft S/of E 87th St,0,408,h1,,Y,0800A,0700P,WH,,2006,,0,18,38-Failure to Display Muni Rec,,,
4626817830,HAT7414,NY,PAS,11/15/2016,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0234P,,BK,,,SB CONEY ISLAND AVE,@ AVE L,0,1180,B,T,,,,RD,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8299533430,FSL5856,NY,PAS,12/10/2016,71,SUBN,KIA,T,90680,0,0,20171108,0062,62,62,358854,T302,H,1007A,,K,I,E,W 4th St,30ft N/of Kings Hwy,0,408,j6,,YYYYYYY,,,GR,,2005,,0,03 3,71A-Insp Sticker Expired (NYS),,,
8501050167,12174MJ,NY,COM,03/22/2017,69,PICK,FORD,T,13610,34710,34730,20180630,0014,14,14,357780,T506,X,0155P,,NY,F,1578,Broadway,,0,408,h1,,Y,0700A,0600P,WH,,2008,,0,199,69-Failure to Disp Muni Recpt,,,
8505821452,63446JM,NY,COM,06/16/2017,14,VAN,INTER,T,13610,27100,13610,88880088,0001,1,1,364886,T105,H,0936A,,NY,R,140,Broadway,,0,408,c,,YYYYYYY,,,BROWN,,2001,,0,024,14-No Standing,,,
8552812368,M49HMN,NJ,PAS,06/15/2017,21,SUBN,DODGE,T,8790,7640,7740,88880088,114,114,114,355126,T401,L,0937A,,Q,O,28-10,37th Ave,,0,408,d1,,Y,0830A,1000A,WHITE,,0,,0,B,21-No Parking (street clean),,,
8475649208,GGP5825,NY,PAS,03/07/2017,38,SUBN,SUBAR,T,63030,90130,89730,20170618,0088,88,88,362220,T301,P,0635P,,K,O,446A,Myrtle Ave,,0,408,h1,,Y,0830A,0700P,BL,,2009,,0,08,38-Failure to Display Muni Rec,,,
8524731989,2418987,ME,PAS,06/13/2017,66,TRLR,FRUEH,T,46620,0,0,20200288,0041,41,41,358145,T201,O,0638A,,BX,I,E,Longfellow Ave,5ft S/of Viele Ave,0,408,k4,,YYYYYYY,,,BLUE,,0,,0,E,66-Detached Trailer,,,
4630912680,FYA8830,NY,PAS,02/16/2017,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0239P,,BK,,,EB ATLANTIC AVE @ ES,SEX ST,0,1180,B,T,,,,RD,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8170089943,GZK3980,NY,PAS,03/03/2017,37,SUBN,JEEP,T,6380,40404,40404,20170614,0061,61,61,357713,T302,O,1258P,1036A,K,F,516,13th Ave,,0,408,h1,,Y,0830A,0700P,GY,,2015,348-3025,0,03,37-Expired Muni Meter,,,
8444542969,ERR5290,NY,PAS,12/20/2016,21,PICK,NS/OT,T,26690,13113,23190,20170422,0006,6,6,351280,T105,M,0948A,,NY,F,58,Morton St,,0,408,d1,,Y  Y,0900A,1030A,BLACK,,2013,,0,L 99,21-No Parking (street clean),,,
7001430043,GHR5780,NY,PAS,07/30/2016,37,SUBN,FORD,T,10540,47990,10440,20170831,108,108,108,357359,T401,J,0424P,0326P,Q,F,45-57,47th St,,0,408,h1,,Y,0900A,0700P,WHITE,,1998,401-3062,0,37 4,37-Expired Muni Meter,,,
4632702407,BIO0258,NY,SRF,04/06/2017,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,1241P,,BK,,,NB BAY PKWY @ 63RD S,T,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1417310054,EUM8257,NY,PAS,12/23/2016,46,SDN,HONDA,P,9540,65490,36590,20171124,109,109,109,929605,0109,0000,0534P,,Q,F,142-20,41 AVE,,0,408,D5,,BBBBBBB,ALL,ALL,GRAY,0,2014,-,0,,,,,
1420552879,VAE77T,NJ,PAS,05/08/2017,21,SUBN,JEEP,S,76950,11820,67620,0,0043,43,0,875248,BX09,0000,0746A,,BX,F,1811,WESTCHESTER AVE,,0,408,D1,,YYYYYYB,0730A,0800A,BLUE,0,0,-,0,,,,,
8505224760,2G06A8,TN,PAS,06/21/2017,40,4DSD,NISSA,T,13610,13810,30790,20170088,0005,5,5,363541,T105,C,0838P,,NY,F,512,Broadway,,0,408,e2,,YYYYYYY,,,BLACK,,0,,1,003,40-Fire Hydrant,,,
8510082443,30990MK,NY,COM,05/17/2017,14,VAN,CHEVR,T,26440,25490,26390,88880088,0007,7,7,359606,T101,N,0210P,,NY,O,35,Montgomery St,,0,408,c,,YYYYYYY,0800A,0400P,WHITE,,2016,,0,O,14-No Standing,,,
8024013393,HBG3896,NY,PAS,01/13/2017,38,4DSD,SATUR,T,53980,44430,50050,20171223,0063,63,63,362553,T302,I,0335P,,K,O,146,Kenilworth Pl,,0,408,h1,,Y,0900A,0700P,BK,,2001,,0,18,38-Failure to Display Muni Rec,,,
8585250173,GWJ2363,NY,PAS,06/26/2017,20,SUBN,ACURA,T,44790,8290,8590,20190504,109,109,109,355149,T740,E,0234P,,Q,F,33-69,Farrington St,,0,408,d,,YYYYY,0700A,0600P,BK,,2011,,0,01,20A-No Parking (Non-COM),,,
8519337909,6YEJ411,CA,PAS,05/14/2017,19,4DSD,LEXUS,T,37330,32790,13610,20161088,0034,34,34,354084,T103,L,0635A,,NY,F,659,W 179th St,,0,408,c3,,YYYYYYY,,,GREY,,0,,0,I,19-No Stand (bus stop),,,
8505752880,AB50692,CT,PAS,01/21/2017,24,4DSD,ME/BE,T,17190,10110,10010,88880088,0009,9,9,363954,T105,D,0540P,,NY,O,235,E 10th St,,0,408,d5,,Y,0600A,0600P,GREEN,,0,,0,042,24-No Parking (exc auth veh),,,
1411725104,X775HM,NY,PAS,10/14/2016,14,SUBN,CHEVR,P,29630,35680,67530,20180210,0070,70,70,935820,0070,0000,1010P,,K,F,1919,CORTELYOU RD,,0,408,C,,BBBBBBB,ALL,ALL,RED,0,2005,-,0,,,,,
4623675324,GPE2156,NY,PAS,09/20/2016,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1023A,,BX,,,NB BAILEY AVE @ W 19,3RD ST,0,1180,B,T,,,,RD,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7490782958,GXN2400,NY,PAS,08/02/2016,71,SUBN,TOYOT,T,79730,41330,69230,20170422,0079,79,79,330978,T301,A,0218P,,K,O,50,Spencer St,,0,408,j6,,YYYYYYY,,,GY,,2015,,0,10 3,71A-Insp Sticker Expired (NYS),,,
8484818214,L99FKP,NJ,PAS,03/20/2017,14,SUBN,FORD,T,34770,0,0,88880088,0018,18,18,355144,T106,A,0813A,,NY,I,N,W 50th St,20ft W/of 5th Ave,0,408,c,,YYYYYYY,,,SILVE,,0,,0,F,14-No Standing,,,
1419159860,HGJ6706,NY,PAS,03/20/2017,21,P-U,TOYOT,S,62330,86630,38330,20180526,0071,71,0,600275,KS09,0000,1225P,,K,F,1049,MONTGOMERY STREET,,0,408,D1,,YBBYBBB,1200P,0130P,BLACK,0,2007,-,0,,,,,
8079034588,HFS7483,NY,PAS,07/15/2016,40,4DSD,BMW,T,36490,24690,10610,20170728,0032,32,32,346020,T103,AA,0556A,,NY,F,121,W 136th St,,0,408,e2,,YYYYYYY,,,WH,,2010,,6,CC6,40-Fire Hydrant,,,
7298322760,88763MH,NY,COM,01/18/2017,37,VAN,FORD,T,10210,18470,18490,20180331,0019,19,19,364004,T103,Q,0509P,0502A,NY,F,1303,3rd Ave,,20170118,408,h1,,Y,0900A,0700P,WH,,2016,120-8007,0,56,37-Expired Muni Meter,,,
1414399753,X91DMZ,NJ,PAS,11/13/2016,98,SDN,,P,68930,64830,23330,20180831,0077,77,77,953832,0077,0000,0115P,,K,F,1348,PACIFIC ST,,0,408,F2,,BBBBBBB,ALL,ALL,GRAY,0,2013,-,0,,,,,
8258540270,42849JM,NY,COM,09/29/2016,40,DELV,INTER,T,23190,0,0,88888888,103,103,103,361113,T402,E,0234P,,Q,I,W,149th St,2ft S/of Lowe Ct,0,408,e2,,YYYYYYY,,,BROWN,,1997,,0,17 4,40-Fire Hydrant,,,
4629667179,GUF7662,NY,PAS,01/19/2017,36,4DSD,AUDI,V,0,0,0,0,,0,0,0,,,0822A,,BK,,,EB SEAVIEW AVE @ E 1,00TH ST,0,1180,B,T,,,,BK,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7513572999,DLZ9213,NY,PAS,02/17/2017,21,SUBN,CHRYS,T,60730,86430,85330,20171201,0090,90,90,362225,T301,N,1154A,,K,O,213,Middleton St,,0,408,d1,,Y,1100A,1230A,GY,,2016,,0,15,21-No Parking (street clean),,,
8494368084,HGR1008,NY,PAS,02/12/2017,14,SUBN,CHEVR,T,36420,27120,27150,20171209,0046,46,46,361787,T201,S,0503A,,BX,O,2232,Grand Concourse,,0,408,c,,YYYYYYY,,,RD,,2006,,0,A,14-No Standing,,,
8232545975,62533JM,NY,COM,03/20/2017,38,DELV,INTER,T,33990,57970,60790,88888888,100,100,100,356538,T402,R,0258P,,Q,F,163,Beach 116th St,,0,408,h1,,Y,0800A,0700P,BROWN,,1997,,0,V,38-Failure to Display Muni Rec,,,
1420656004,970950N,NJ,PAS,06/08/2017,98,VAN,ME/BE,P,16970,42870,12990,0,104,104,104,958688,0104,0000,0809P,,Q,F,62-27,83 PL,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
4628299390,R96HDN,NJ,PAS,12/09/2016,36,4 DR,HONDA,V,0,0,0,0,,0,0,0,,,0106P,,BX,,,WB E 135TH ST @ ALEX,ANDER AVE,0,1180,B,T,,,,WT,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8521754346,XCRA81,NJ,PAS,03/27/2017,38,DELV,HIN,T,13610,35550,35570,88880088,0024,24,24,363994,T103,I,0111P,,NY,O,2427,Broadway,,0,408,h1,,Y,0800A,1000P,WHITE,,0,,0,43,38-Failure to Display Muni Rec,,,
1413555160,HDT1373,NY,PAS,08/28/2016,14,SUBN,VOLKS,P,54070,38430,86530,20180131,0071,71,71,955863,0071,0000,0831P,,K,F,305,KINGSTON AVE,,0,408,C,,BBBBBBB,ALL,ALL,RED,0,2016,-,0,,,,,
8205024595,HFG7235,NY,PAS,11/01/2016,70,SUBN,PONTI,T,27490,0,0,20161016,111,111,111,333008,T401,V,0120P,,Q,I,E,Alameda Ave,60ft S/of Northern B,0,408,j3,,YYYYYYY,,,BROWN,,2007,,0,X 41,70A-Reg. Sticker Expired (NYS),,,
8315527009,61365MC,NY,COM,02/10/2017,37,VAN,FORD,T,57790,44790,53990,20181130,109,109,109,363032,T401,Q,1100A,1053A,Q,F,137-03,Northern Blvd,,20170210,408,h1,,Y,0700A,0700P,WH,,2013,406-3017,0,50-A,37-Expired Muni Meter,,,
1416338123,S50FGZ,NJ,PAS,09/27/2016,74,SDN,ME/BE,P,59430,89740,89740,0,0066,66,66,931465,0066,0000,0157A,,K,F,1420,MCDONALD AVE,,0,408,J2,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
